joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, estimated_disturbance_joint1, saturated_DOB_joint1, estimated_disturbance_joint2, saturated_DOB_joint2, current_time
1.505,1.5043,1.039,1.03777,-9.02639e-08,0,-6.23151e-08,0,-2,-13,-0,-0,-49.9756,-49.9756,0.004
1.505,1.5043,1.039,1.03769,-3.60911e-07,0,-2.49161e-07,-0.00650675,-2,-76,0.00910254,0.00910254,-49.9027,-49.9027,0.008
1.505,1.5043,1.039,1.03763,-8.11725e-07,0.000115164,-5.60387e-07,-0.00914592,-1,-103,0.0181086,0.0181086,-49.56,-49.56,0.012
1.505,1.5043,1.039,1.03759,-1.44249e-06,0.000191939,-9.95845e-07,-0.010128,-1,-113,0.0258219,0.0258219,-49.1067,-49.1067,0.016
1.505,1.5043,1.039,1.03755,-2.25299e-06,0.00012796,-1.55538e-06,-0.00965989,-1,-109,0.0327601,0.0327601,-48.6126,-48.6126,0.02
1.505,1.5043,1.039,1.03753,-3.243e-06,0.000171679,-2.23886e-06,-0.00825375,-1,-97,0.0403245,0.0403245,-48.1384,-48.1384,0.024
1.505,1.5043,1.039,1.03752,-4.41232e-06,0.000172035,-3.04611e-06,-0.00610711,-1,-77,0.0474061,0.0474061,-47.7239,-47.7239,0.028
1.505,1.5043,1.039,1.03752,-5.76072e-06,0.000143481,-3.977e-06,-0.00401383,-1,-57,0.054485,0.054485,-47.3994,-47.3994,0.032
1.505,1.5043,1.039,1.03753,-7.28799e-06,9.56538e-05,-5.03138e-06,-0.0019849,-1,-37,0.0618823,0.0618823,-47.163,-47.163,0.036
1.505,1.5043,1.039,1.03754,-8.99392e-06,6.37692e-05,-6.20909e-06,-0.000286795,-1,-21,0.0697894,0.0697894,-47.0117,-47.0117,0.04
1.505,1.5043,1.039,1.03756,-1.08783e-05,4.25128e-05,-7.50999e-06,0.00104681,-1,-8,0.0780283,0.0780283,-46.9319,-46.9319,0.044
1.505,1.5043,1.039,1.03757,-1.29409e-05,2.83419e-05,-8.93392e-06,0.00202226,-2,0,0.0864795,0.0864795,-46.9083,-46.9083,0.048
1.505,1.5043,1.039,1.03759,-1.51814e-05,1.88946e-05,-1.04807e-05,0.00267255,-2,7,0.0950626,0.0950626,-46.926,-46.926,0.052
1.505,1.5043,1.039,1.0376,-1.75998e-05,1.25964e-05,-1.21503e-05,0.0030485,-2,11,0.103723,0.103723,-46.9713,-46.9713,0.056
1.505,1.5043,1.039,1.03762,-2.01958e-05,8.39759e-06,-1.39425e-05,0.00304002,-2,11,0.112425,0.112425,-47.0325,-47.0325,0.06
1.505,1.5043,1.039,1.03762,-2.29691e-05,5.59839e-06,-1.58571e-05,0.00271766,-2,8,0.121142,0.121142,-47.0933,-47.0933,0.064
1.505,1.5043,1.039,1.03763,-2.59195e-05,3.73226e-06,-1.7894e-05,0.00209968,-2,2,0.129857,0.129857,-47.1405,-47.1405,0.068
1.505,1.5043,1.039,1.03763,-2.90469e-05,2.48817e-06,-2.0053e-05,0.00139979,-2,-4,0.138558,0.138558,-47.1617,-47.1617,0.072
1.505,1.5043,1.039,1.03763,-3.2351e-05,1.65878e-06,-2.2334e-05,0.000789238,-2,-10,0.147236,0.147236,-47.1538,-47.1538,0.076
1.505,1.5043,1.039,1.03763,-3.58316e-05,1.10586e-06,-2.47369e-05,0.000439786,-2,-13,0.155884,0.155884,-47.1207,-47.1207,0.08
1.505,1.5043,1.039,1.03763,-3.94885e-05,-2.80537e-05,-2.72615e-05,0.0002644,-2,-15,0.164519,0.164519,-47.0732,-47.0732,0.084
1.505,1.5043,1.039,1.03762,-4.33214e-05,1.00885e-05,-2.99076e-05,0.000147476,-2,-16,0.173392,0.173392,-47.0187,-47.0187,0.088
1.505,1.5043,1.039,1.03762,-4.73302e-05,6.72564e-06,-3.26752e-05,9.8317e-05,-2,-16,0.181816,0.181816,-46.9594,-46.9594,0.092
1.505,1.5043,1.039,1.03763,-5.15147e-05,6.20656e-05,-3.5564e-05,9.43356e-05,-1,-16,0.190183,0.190183,-46.8983,-46.8983,0.096
1.505,1.5043,1.039,1.03763,-5.58745e-05,-1.62048e-05,-3.85738e-05,0.000120472,-2,-16,0.197973,0.197973,-46.8372,-46.8372,0.1
1.505,1.5043,1.039,1.03763,-6.04096e-05,4.67787e-05,-4.17047e-05,0.000109106,-1,-16,0.206491,0.206491,-46.7773,-46.7773,0.104
1.505,1.5043,1.039,1.03763,-6.51197e-05,-2.63961e-05,-4.49564e-05,7.27372e-05,-2,-17,0.214344,0.214344,-46.717,-46.717,0.108
1.505,1.5043,1.039,1.03763,-7.00045e-05,-1.75974e-05,-4.83287e-05,4.84914e-05,-2,-17,0.22291,0.22291,-46.6554,-46.6554,0.112
1.505,1.5043,1.039,1.03763,-7.50639e-05,-1.17316e-05,-5.18215e-05,3.23276e-05,-2,-17,0.23132,0.23132,-46.5929,-46.5929,0.116
1.505,1.5043,1.039,1.03763,-8.02977e-05,-7.82106e-06,-5.54347e-05,2.15518e-05,-2,-17,0.239604,0.239604,-46.5299,-46.5299,0.12
1.505,1.5043,1.039,1.03763,-8.57056e-05,-5.21404e-06,-5.91682e-05,1.43678e-05,-2,-17,0.247781,0.247781,-46.4666,-46.4666,0.124
1.505,1.5043,1.039,1.03763,-9.12874e-05,-3.2267e-05,-6.30217e-05,9.57856e-06,-2,-17,0.255887,0.255887,-46.4032,-46.4032,0.128
1.505,1.5043,1.039,1.03763,-9.70429e-05,7.27962e-06,-6.69951e-05,6.3857e-06,-2,-17,0.264183,0.264183,-46.3398,-46.3398,0.132
1.505,1.5043,1.039,1.03763,-0.000102972,4.85308e-06,-7.10883e-05,4.25714e-06,-2,-18,0.27199,0.27199,-46.2764,-46.2764,0.136
1.50499,1.5043,1.039,1.03763,-0.000109074,-2.55555e-05,-7.53011e-05,2.83809e-06,-2,-18,0.279775,0.279775,-46.2131,-46.2131,0.14
1.50499,1.5043,1.039,1.03763,-0.00011535,1.17539e-05,-7.96334e-05,1.89206e-06,-1,-18,0.287778,0.287778,-46.15,-46.15,0.144
1.50499,1.5043,1.039,1.03763,-0.000121798,7.83593e-06,-8.40851e-05,1.26137e-06,-1,-18,0.295312,0.295312,-46.087,-46.087,0.148
1.50499,1.5043,1.039,1.03763,-0.000128419,5.22396e-06,-8.86559e-05,8.40916e-07,-1,-18,0.30281,0.30281,-46.0242,-46.0242,0.152
1.50499,1.5043,1.039,1.03763,-0.000135212,3.48264e-06,-9.33457e-05,5.60611e-07,-1,-18,0.310255,0.310255,-45.9616,-45.9616,0.156
1.50499,1.5043,1.03899,1.03763,-0.000142178,2.32176e-06,-9.81545e-05,3.7374e-07,-1,-18,0.317636,0.317636,-45.8992,-45.8992,0.16
1.50499,1.5043,1.03899,1.03763,-0.000149315,1.54784e-06,-0.000103082,2.4916e-07,-1,-18,0.324943,0.324943,-45.837,-45.837,0.164
1.50499,1.5043,1.03899,1.03763,-0.000156624,1.03189e-06,-0.000108128,1.66107e-07,-1,-18,0.33217,0.33217,-45.775,-45.775,0.168
1.50499,1.5043,1.03899,1.03763,-0.000164105,6.87928e-07,-0.000113293,1.10738e-07,-1,-18,0.339313,0.339313,-45.7133,-45.7133,0.172
